State,County,FIPS,DispenseRatePer100,Year
MT,Daniels County,30019,0.8,2019
MT,Dawson County,30021,34.6,2019
MT,Deer Lodge County,30023,51.5,2019
MT,Fallon County,30025,0.9,2019
MT,Fergus County,30027,39.3,2019
MT,Flathead County,30029,68.1,2019
MT,Gallatin County,30031,30.4,2019
MT,Garfield County,30033,7.1,2019
MT,Glacier County,30035,16,2019
MT,Golden Valley County,30037,0.1,2019
MT,Granite County,30039,19.5,2019
MT,Hill County,30041,30.3,2019
MT,Jefferson County,30043,16.3,2019
MT,Judith Basin County,30045,0.5,2019
MT,Lake County,30047,44,2019
MT,Lewis and Clark County,30049,46.9,2019
MT,Liberty County,30051,10.3,2019
MT,Lincoln County,30053,57.2,2019
MT,McCone County,30055,37.2,2019
MT,Madison County,30057,12.8,2019
MT,Meagher County,30059,27.3,2019
MT,Mineral County,30061,19.3,2019
MT,Missoula County,30063,60.3,2019
MT,Musselshell County,30065,32.9,2019
MT,Park County,30067,28.5,2019
MT,Phillips County,30071,46.2,2019
MT,Pondera County,30073,40.1,2019
MT,Powder River County,30075,1.7,2019
MT,Powell County,30077,44.3,2019
MT,Prairie County,30079,21.8,2019
MT,Ravalli County,30081,32,2019
MT,Richland County,30083,33.7,2019
MT,Roosevelt County,30085,28.6,2019
MT,Rosebud County,30087,18.3,2019
MT,Sanders County,30089,45.5,2019
MT,Sheridan County,30091,4.9,2019
MT,Silver Bow County,30093,55.2,2019
MT,Stillwater County,30095,20.9,2019
MT,Sweet Grass County,30097,12.1,2019
MT,Teton County,30099,13.4,2019
MT,Toole County,30101,117.1,2019
MT,Valley County,30105,15.9,2019
MT,Wheatland County,30107,3.9,2019
MT,Yellowstone County,30111,73.7,2019
NE,Adams County,31001,47.3,2019
NE,Antelope County,31003,42.1,2019
NE,Boone County,31011,12.7,2019
NE,Box Butte County,31013,73.8,2019
NE,Boyd County,31015,12.2,2019
NE,Brown County,31017,8.1,2019
NE,Buffalo County,31019,75.7,2019
NE,Burt County,31021,19.2,2019
NE,Butler County,31023,50.5,2019
NE,Cass County,31025,10.1,2019
NE,Cedar County,31027,15.9,2019
NE,Chase County,31029,86.3,2019
NE,Cherry County,31031,20.1,2019
NE,Cheyenne County,31033,28.1,2019
NE,Clay County,31035,2.7,2019
NE,Colfax County,31037,12,2019
NE,Cuming County,31039,5.2,2019
NE,Custer County,31041,47,2019
NE,Dakota County,31043,20.6,2019
NE,Dawes County,31045,36.9,2019
NE,Dawson County,31047,26.7,2019
NE,Deuel County,31049,3,2019
NE,Dixon County,31051,10.6,2019
NE,Dodge County,31053,55.2,2019
NE,Douglas County,31055,67.9,2019
NE,Dundy County,31057,45.7,2019
NE,Fillmore County,31059,20.1,2019
NE,Franklin County,31061,75.4,2019
NE,Frontier County,31063,3.2,2019
NE,Furnas County,31065,27.5,2019
NE,Gage County,31067,25.6,2019
NE,Garden County,31069,35.8,2019
NE,Garfield County,31071,93.4,2019
NE,Hall County,31079,67,2019
NE,Hamilton County,31081,57,2019
NE,Harlan County,31083,29.4,2019
NE,Hayes County,31085,2.1,2019
NE,Hitchcock County,31087,18.5,2019
NE,Holt County,31089,24.2,2019
NE,Hooker County,31091,13.2,2019
NE,Howard County,31093,40.8,2019
NE,Jefferson County,31095,47.2,2019
NE,Johnson County,31097,62.3,2019
NE,Kearney County,31099,32.1,2019
NE,Keith County,31101,48.2,2019
NE,Kimball County,31105,16.4,2019
NE,Knox County,31107,31.7,2019
NE,Lancaster County,31109,52.1,2019
NE,Lincoln County,31111,76,2019
NE,Madison County,31119,71.3,2019
NE,Merrick County,31121,39.1,2019
NE,Morrill County,31123,16.4,2019
NE,Nance County,31125,8.6,2019
NE,Nemaha County,31127,67.8,2019
NE,Nuckolls County,31129,9,2019
NE,Otoe County,31131,45,2019
NE,Pawnee County,31133,53.5,2019
NE,Perkins County,31135,93.5,2019
NE,Phelps County,31137,93.9,2019
NE,Pierce County,31139,33.8,2019
NE,Platte County,31141,31.5,2019
NE,Polk County,31143,10.3,2019
NE,Red Willow County,31145,49.9,2019
NE,Richardson County,31147,15.2,2019
NE,Rock County,31149,6,2019
NE,Saline County,31151,25.9,2019
NE,Sarpy County,31153,29,2019
NE,Saunders County,31155,18.5,2019
NE,Scotts Bluff County,31157,83,2019
NE,Seward County,31159,27.5,2019
NE,Sheridan County,31161,3,2019
NE,Sherman County,31163,3.7,2019
NE,Stanton County,31167,2,2019
NE,Thayer County,31169,9.8,2019
NE,Thomas County,31171,2,2019
NE,Thurston County,31173,21.4,2019
NE,Valley County,31175,32.3,2019
NE,Washington County,31177,15.6,2019
NE,Wayne County,31179,27,2019
NE,Webster County,31181,6.5,2019
NE,York County,31185,60.5,2019
NV,Churchill County,32001,44.7,2019
NV,Clark County,32003,49.1,2019
NV,Douglas County,32005,42.4,2019
NV,Elko County,32007,33.2,2019
NV,Eureka County,32011,12,2019
NV,Humboldt County,32013,10.5,2019
NV,Lander County,32015,2.8,2019
NV,Lincoln County,32017,52.5,2019
NV,Lyon County,32019,11.6,2019
NV,Mineral County,32021,58.9,2019
NV,Nye County,32023,45.9,2019
NV,Pershing County,32027,12.1,2019
NV,Storey County,32029,34.3,2019
NV,Washoe County,32031,55.9,2019
NV,White Pine County,32033,29.1,2019
NV,Carson City,32510,99.9,2019
NH,Belknap County,33001,25.3,2019
NH,Carroll County,33003,53.1,2019
NH,Cheshire County,33005,29.4,2019
NH,Coos County,33007,44.6,2019
NH,Grafton County,33009,61.1,2019
NH,Hillsborough County,33011,35.5,2019
NH,Merrimack County,33013,46.8,2019
NH,Rockingham County,33015,29.1,2019
NH,Strafford County,33017,49.7,2019
NH,Sullivan County,33019,24.2,2019
NJ,Atlantic County,34001,57.9,2019
NJ,Bergen County,34003,30,2019
NJ,Burlington County,34005,54.2,2019
NJ,Camden County,34007,64.3,2019
NJ,Cape May County,34009,35.7,2019
NJ,Cumberland County,34011,39.5,2019
NJ,Essex County,34013,34.2,2019
NJ,Gloucester County,34015,41.9,2019
NJ,Hudson County,34017,20.2,2019
NJ,Hunterdon County,34019,22.9,2019
NJ,Mercer County,34021,38.2,2019
NJ,Middlesex County,34023,31.1,2019
NJ,Monmouth County,34025,40.9,2019
NJ,Morris County,34027,36.1,2019
NJ,Ocean County,34029,23.6,2019
NJ,Passaic County,34031,32.1,2019
NJ,Salem County,34033,24.9,2019
NJ,Somerset County,34035,24.3,2019
NJ,Sussex County,34037,23.8,2019
NJ,Union County,34039,24.7,2019
NJ,Warren County,34041,37.3,2019
NM,Bernalillo County,35001,58,2019
NM,Catron County,35003,24.4,2019
NM,Chaves County,35005,55.3,2019
NM,Cibola County,35006,18.4,2019
NM,Colfax County,35007,74.2,2019
NM,Curry County,35009,22.1,2019
NM,De Baca County,35011,4.7,2019
NM,Doña Ana County,35013,35.9,2019
NM,Eddy County,35015,71.5,2019
NM,Grant County,35017,44.4,2019
NM,Guadalupe County,35019,50.1,2019
NM,Harding County,35021,22.2,2019
NM,Hidalgo County,35023,16.6,2019
NM,Lea County,35025,36.7,2019
NM,Lincoln County,35027,29.3,2019
NM,Los Alamos County,35028,39.5,2019
NM,Luna County,35029,43.2,2019
NM,McKinley County,35031,13.4,2019
NM,Mora County,35033,4.1,2019
NM,Otero County,35035,30.7,2019
NM,Quay County,35037,43.9,2019
NM,Rio Arriba County,35039,30.8,2019
NM,Roosevelt County,35041,27.6,2019
NM,Sandoval County,35043,23.2,2019
NM,San Juan County,35045,35.1,2019
NM,San Miguel County,35047,35.6,2019
NM,Santa Fe County,35049,53.1,2019
NM,Sierra County,35051,36,2019
NM,Socorro County,35053,43.5,2019
NM,Taos County,35055,63.6,2019
NM,Torrance County,35057,3,2019
NM,Union County,35059,48.9,2019
NM,Valencia County,35061,22.7,2019
NY,Albany County,36001,64.2,2019
NY,Allegany County,36003,30.7,2019
NY,Bronx County,36005,21,2019
NY,Broome County,36007,59.7,2019
NY,Cattaraugus County,36009,38.9,2019
NY,Cayuga County,36011,26.1,2019
NY,Chautauqua County,36013,43.9,2019
NY,Chemung County,36015,68,2019
NY,Chenango County,36017,29.2,2019
NY,Clinton County,36019,70.7,2019
NY,Columbia County,36021,38.4,2019
NY,Cortland County,36023,21.3,2019
NY,Delaware County,36025,19.9,2019
NY,Dutchess County,36027,35.5,2019
NY,Erie County,36029,61.4,2019
NY,Essex County,36031,35,2019
NY,Franklin County,36033,35.6,2019
NY,Fulton County,36035,37,2019
NY,Genesee County,36037,51.4,2019
NY,Greene County,36039,20.8,2019
NY,Hamilton County,36041,25.7,2019
NY,Herkimer County,36043,19.2,2019
NY,Jefferson County,36045,54,2019
NY,Kings County,36047,17.1,2019
NY,Lewis County,36049,23.8,2019
NY,Livingston County,36051,43.6,2019
NY,Madison County,36053,45.7,2019
NY,Monroe County,36055,42.9,2019
NY,Montgomery County,36057,52.4,2019
NY,Nassau County,36059,43.1,2019
NY,New York County,36061,63.2,2019
NY,Niagara County,36063,27.7,2019
NY,Oneida County,36065,41.8,2019
NY,Onondaga County,36067,66,2019
NY,Ontario County,36069,36.5,2019
NY,Orange County,36071,34.8,2019
NY,Orleans County,36073,22.6,2019
NY,Oswego County,36075,24.1,2019
NY,Otsego County,36077,53.2,2019
NY,Putnam County,36079,28.7,2019
NY,Queens County,36081,14,2019
NY,Rensselaer County,36083,30.1,2019
NY,Richmond County,36085,30.6,2019
NY,Rockland County,36087,29.5,2019
NY,St. Lawrence County,36089,43.6,2019
NY,Saratoga County,36091,32.6,2019
NY,Schenectady County,36093,33.2,2019
NY,Schoharie County,36095,35.3,2019
NY,Schuyler County,36097,40,2019
NY,Seneca County,36099,23.9,2019
NY,Steuben County,36101,36.6,2019
NY,Suffolk County,36103,33,2019
NY,Sullivan County,36105,63.3,2019
NY,Tioga County,36107,20,2019
NY,Tompkins County,36109,48.1,2019
NY,Ulster County,36111,37.6,2019
NY,Warren County,36113,73.7,2019
NY,Washington County,36115,26.6,2019
NY,Wayne County,36117,15.8,2019
NY,Westchester County,36119,27.4,2019
NY,Wyoming County,36121,25.8,2019
NY,Yates County,36123,17.6,2019
NC,Alamance County,37001,34.2,2019
NC,Alexander County,37003,6,2019
NC,Alleghany County,37005,39.9,2019
NC,Anson County,37007,8.4,2019
NC,Ashe County,37009,46.2,2019
NC,Avery County,37011,36.2,2019
NC,Beaufort County,37013,51.3,2019
NC,Bertie County,37015,49.7,2019
NC,Bladen County,37017,33,2019
NC,Brunswick County,37019,38.7,2019
NC,Buncombe County,37021,76.4,2019
NC,Burke County,37023,67,2019
NC,Cabarrus County,37025,59.9,2019
NC,Caldwell County,37027,56.4,2019
NC,Camden County,37029,0.2,2019
NC,Carteret County,37031,62.6,2019
NC,Caswell County,37033,4.8,2019
NC,Catawba County,37035,108.2,2019
NC,Chatham County,37037,14.3,2019
NC,Cherokee County,37039,64.3,2019
NC,Chowan County,37041,55.1,2019
NC,Clay County,37043,33.2,2019
NC,Cleveland County,37045,118.4,2019
NC,Columbus County,37047,76.8,2019
NC,Craven County,37049,75.2,2019
NC,Cumberland County,37051,66,2019
NC,Currituck County,37053,12,2019
NC,Dare County,37055,76,2019
NC,Davidson County,37057,31.2,2019
NC,Davie County,37059,27.5,2019
NC,Duplin County,37061,28.7,2019
NC,Durham County,37063,74.1,2019
NC,Edgecombe County,37065,27.7,2019
NC,Forsyth County,37067,101.6,2019
NC,Franklin County,37069,13.6,2019
NC,Gaston County,37071,68.8,2019
NC,Gates County,37073,2.8,2019
NC,Graham County,37075,8.2,2019
NC,Granville County,37077,24.1,2019
NC,Greene County,37079,20.7,2019
NC,Guilford County,37081,61.3,2019
NC,Halifax County,37083,51,2019
NC,Harnett County,37085,48.6,2019
NC,Haywood County,37087,61.5,2019
NC,Henderson County,37089,39.6,2019
NC,Hertford County,37091,67.8,2019
NC,Hoke County,37093,17.2,2019
NC,Hyde County,37095,1.9,2019
NC,Iredell County,37097,75.1,2019
NC,Jackson County,37099,41.3,2019
NC,Johnston County,37101,36.9,2019
NC,Jones County,37103,14,2019
NC,Lee County,37105,58.7,2019
NC,Lenoir County,37107,47.8,2019
NC,Lincoln County,37109,40.5,2019
NC,McDowell County,37111,35.5,2019
NC,Macon County,37113,31.1,2019
NC,Madison County,37115,12,2019
NC,Martin County,37117,34.4,2019
NC,Mecklenburg County,37119,57.3,2019
NC,Mitchell County,37121,83.2,2019
NC,Montgomery County,37123,30.4,2019
NC,Moore County,37125,125.8,2019
NC,Nash County,37127,86.8,2019
NC,New Hanover County,37129,89.8,2019
NC,Northampton County,37131,7.4,2019
NC,Onslow County,37133,50.1,2019
NC,Orange County,37135,98.5,2019
NC,Pamlico County,37137,7.6,2019
NC,Pasquotank County,37139,55.4,2019
NC,Pender County,37141,21.7,2019
NC,Perquimans County,37143,23.9,2019
NC,Person County,37145,23.5,2019
NC,Pitt County,37147,120.4,2019
NC,Polk County,37149,28.6,2019
NC,Randolph County,37151,33.7,2019
NC,Richmond County,37153,96.1,2019
NC,Robeson County,37155,61.7,2019
NC,Rockingham County,37157,58.9,2019
NC,Rowan County,37159,56.3,2019
NC,Rutherford County,37161,39.4,2019
NC,Sampson County,37163,34.8,2019
NC,Scotland County,37165,104.6,2019
NC,Stanly County,37167,33.3,2019
NC,Stokes County,37169,33.9,2019
NC,Surry County,37171,61.4,2019
NC,Swain County,37173,113.8,2019
NC,Transylvania County,37175,40.9,2019
NC,Tyrrell County,37177,12.5,2019
NC,Union County,37179,26,2019
NC,Vance County,37181,49.2,2019
NC,Wake County,37183,38.9,2019
NC,Warren County,37185,2.7,2019
NC,Washington County,37187,41.1,2019
NC,Watauga County,37189,55.3,2019
NC,Wayne County,37191,41.9,2019
NC,Wilkes County,37193,33.4,2019
NC,Wilson County,37195,34,2019
NC,Yadkin County,37197,28.6,2019
NC,Yancey County,37199,35.7,2019
ND,Adams County,38001,111.7,2019
ND,Barnes County,38003,38.6,2019
ND,Benson County,38005,4.4,2019
ND,Bottineau County,38009,12.1,2019
ND,Bowman County,38011,27.7,2019
ND,Burke County,38013,4.5,2019
ND,Burleigh County,38015,68.3,2019
ND,Cass County,38017,40.1,2019
ND,Cavalier County,38019,40.3,2019
ND,Dickey County,38021,35.3,2019
ND,Divide County,38023,3.9,2019
ND,Dunn County,38025,4.4,2019
ND,Eddy County,38027,0.6,2019
ND,Emmons County,38029,38.2,2019
ND,Foster County,38031,85.8,2019
ND,Golden Valley County,38033,4.8,2019
ND,Grand Forks County,38035,59.5,2019
ND,Grant County,38037,4.8,2019
ND,Griggs County,38039,5.2,2019
ND,Hettinger County,38041,0.9,2019
ND,Kidder County,38043,18.6,2019
ND,LaMoure County,38045,6.2,2019
ND,Logan County,38047,13.7,2019
ND,McHenry County,38049,6.5,2019
ND,McIntosh County,38051,30,2019
ND,McKenzie County,38053,12.1,2019
ND,McLean County,38055,24.9,2019
ND,Mercer County,38057,42.6,2019
ND,Morton County,38059,9.9,2019
ND,Mountrail County,38061,2.5,2019
ND,Nelson County,38063,4.9,2019
ND,Oliver County,38065,0.1,2019
ND,Pembina County,38067,42.3,2019
ND,Pierce County,38069,48.3,2019
ND,Ramsey County,38071,66.3,2019
ND,Ransom County,38073,30.8,2019
ND,Renville County,38075,0,2019
ND,Richland County,38077,26.9,2019
ND,Rolette County,38079,3.4,2019
ND,Sargent County,38081,1.7,2019
ND,Sheridan County,38083,3,2019
ND,Sioux County,38085,0,2019
ND,Stark County,38089,38.7,2019
ND,Stutsman County,38093,29.7,2019
ND,Towner County,38095,11.7,2019
ND,Traill County,38097,10.1,2019
ND,Walsh County,38099,19.8,2019
ND,Ward County,38101,45.7,2019
ND,Wells County,38103,53.1,2019
ND,Williams County,38105,34.4,2019
OH,Adams County,39001,39.7,2019
OH,Allen County,39003,72.5,2019
OH,Ashland County,39005,19.3,2019
OH,Ashtabula County,39007,35.4,2019
OH,Athens County,39009,48.6,2019
OH,Auglaize County,39011,21.3,2019
OH,Belmont County,39013,43.7,2019
OH,Brown County,39015,27.7,2019
OH,Butler County,39017,43.9,2019
OH,Carroll County,39019,16.8,2019
OH,Champaign County,39021,12.9,2019
OH,Clark County,39023,58.3,2019
OH,Clermont County,39025,22,2019
OH,Clinton County,39027,46.3,2019
OH,Columbiana County,39029,23.9,2019
OH,Coshocton County,39031,27.7,2019
OH,Crawford County,39033,45.1,2019
OH,Cuyahoga County,39035,55.9,2019
OH,Darke County,39037,18.3,2019
OH,Defiance County,39039,55.4,2019
OH,Delaware County,39041,29.7,2019
OH,Erie County,39043,44.3,2019
OH,Fairfield County,39045,51.5,2019
OH,Fayette County,39047,68.2,2019
OH,Franklin County,39049,65.7,2019
OH,Fulton County,39051,22.5,2019
OH,Gallia County,39053,54.8,2019
OH,Geauga County,39055,22.4,2019
OH,Greene County,39057,50.9,2019
OH,Guernsey County,39059,30.2,2019
OH,Hamilton County,39061,74.9,2019
OH,Hancock County,39063,49.8,2019
OH,Hardin County,39065,11.5,2019
OH,Harrison County,39067,8.6,2019
OH,Henry County,39069,11.7,2019
OH,Highland County,39071,28.4,2019
OH,Hocking County,39073,22.8,2019
OH,Holmes County,39075,8.8,2019
OH,Huron County,39077,57,2019
OH,Jackson County,39079,30.9,2019
OH,Jefferson County,39081,78.1,2019
OH,Knox County,39083,23,2019
OH,Lake County,39085,43.1,2019
OH,Lawrence County,39087,50.3,2019
OH,Licking County,39089,22.9,2019
OH,Logan County,39091,29.1,2019
OH,Lorain County,39093,32.5,2019
OH,Lucas County,39095,85.7,2019
OH,Madison County,39097,23.8,2019
OH,Mahoning County,39099,81.3,2019
OH,Marion County,39101,83.9,2019
OH,Medina County,39103,22.6,2019
OH,Meigs County,39105,9.3,2019
OH,Mercer County,39107,25.7,2019
OH,Miami County,39109,26,2019
OH,Monroe County,39111,15.5,2019
OH,Montgomery County,39113,72.5,2019
OH,Morgan County,39115,7.9,2019
OH,Morrow County,39117,8.5,2019
OH,Muskingum County,39119,65.4,2019
OH,Noble County,39121,7.9,2019
OH,Ottawa County,39123,24.6,2019
OH,Paulding County,39125,15.6,2019
OH,Perry County,39127,33.6,2019
OH,Pickaway County,39129,31.4,2019
OH,Pike County,39131,50.4,2019
OH,Portage County,39133,26.4,2019
OH,Preble County,39135,19.6,2019
OH,Putnam County,39137,17.1,2019
OH,Richland County,39139,34.6,2019
OH,Ross County,39141,59.6,2019
OH,Sandusky County,39143,26.2,2019
OH,Scioto County,39145,72.7,2019
OH,Seneca County,39147,19.9,2019
OH,Shelby County,39149,22.6,2019
OH,Stark County,39151,58.5,2019
OH,Summit County,39153,59.3,2019
OH,Trumbull County,39155,47.2,2019
OH,Tuscarawas County,39157,57.3,2019
OH,Union County,39159,37.4,2019
OH,Van Wert County,39161,31.3,2019
OH,Vinton County,39163,4.2,2019
OH,Warren County,39165,30.7,2019
OH,Washington County,39167,67.6,2019
OH,Wayne County,39169,26.9,2019
OH,Williams County,39171,18,2019
OH,Wood County,39173,31.6,2019
OH,Wyandot County,39175,10.9,2019
OK,Adair County,40001,70.1,2019
OK,Alfalfa County,40003,5.5,2019
OK,Atoka County,40005,6,2019
OK,Beaver County,40007,9.1,2019
OK,Beckham County,40009,43.9,2019
OK,Blaine County,40011,23,2019
OK,Bryan County,40013,62.8,2019
OK,Caddo County,40015,25.3,2019
OK,Canadian County,40017,22.2,2019
OK,Carter County,40019,97.1,2019
OK,Cherokee County,40021,52.3,2019
OK,Choctaw County,40023,27.9,2019
OK,Cimarron County,40025,16.9,2019
OK,Cleveland County,40027,41.5,2019
OK,Coal County,40029,52.4,2019
OK,Comanche County,40031,66.7,2019
OK,Cotton County,40033,0.2,2019
OK,Craig County,40035,26,2019
OK,Creek County,40037,21.1,2019
OK,Custer County,40039,33.8,2019
OK,Delaware County,40041,41.8,2019
OK,Dewey County,40043,8.3,2019
OK,Ellis County,40045,33.7,2019
OK,Garfield County,40047,64.2,2019
OK,Garvin County,40049,32.2,2019
OK,Grady County,40051,27.9,2019
OK,Grant County,40053,0.8,2019
OK,Greer County,40055,22.5,2019
OK,Harmon County,40057,162.9,2019
OK,Harper County,40059,93.5,2019
OK,Haskell County,40061,44.6,2019
OK,Hughes County,40063,9.6,2019
OK,Jackson County,40065,47.2,2019
OK,Jefferson County,40067,14.2,2019
OK,Johnston County,40069,13.9,2019
OK,Kay County,40071,39.8,2019
OK,Kingfisher County,40073,102.2,2019
OK,Kiowa County,40075,31.7,2019
OK,Latimer County,40077,60.4,2019
OK,Le Flore County,40079,44.2,2019
OK,Lincoln County,40081,26.1,2019
OK,Logan County,40083,14.3,2019
OK,Love County,40085,113.2,2019
OK,McClain County,40087,27.8,2019
OK,McCurtain County,40089,26.5,2019
OK,McIntosh County,40091,15.5,2019
OK,Major County,40093,15.9,2019
OK,Marshall County,40095,15.3,2019
OK,Mayes County,40097,33.4,2019
OK,Murray County,40099,55.8,2019
OK,Muskogee County,40101,79.8,2019
OK,Noble County,40103,4.4,2019
OK,Nowata County,40105,41.2,2019
OK,Okfuskee County,40107,3.8,2019
OK,Oklahoma County,40109,105.5,2019
OK,Okmulgee County,40111,17.3,2019
OK,Osage County,40113,13,2019
OK,Ottawa County,40115,38.4,2019
OK,Pawnee County,40117,28.1,2019
OK,Payne County,40119,41.8,2019
OK,Pittsburg County,40121,84.8,2019
OK,Pontotoc County,40123,64.9,2019
OK,Pottawatomie County,40125,53.3,2019
OK,Pushmataha County,40127,7,2019
OK,Roger Mills County,40129,6.8,2019
OK,Rogers County,40131,32.3,2019
OK,Seminole County,40133,25.6,2019
OK,Sequoyah County,40135,16.3,2019
OK,Stephens County,40137,71,2019
OK,Texas County,40139,16,2019
OK,Tillman County,40141,68.7,2019
OK,Tulsa County,40143,115.9,2019
OK,Wagoner County,40145,13.5,2019
OK,Washington County,40147,45.8,2019
OK,Washita County,40149,16.9,2019
OK,Woods County,40151,16,2019
OK,Woodward County,40153,60.1,2019
OR,Baker County,41001,71.3,2019
OR,Benton County,41003,63.6,2019
OR,Clackamas County,41005,34.7,2019
OR,Clatsop County,41007,57.1,2019
OR,Columbia County,41009,24.4,2019
OR,Coos County,41011,78.6,2019
OR,Crook County,41013,34.9,2019
OR,Curry County,41015,78.7,2019
OR,Deschutes County,41017,57.9,2019
OR,Douglas County,41019,54.5,2019
OR,Gilliam County,41021,27.5,2019
OR,Grant County,41023,46.8,2019
OR,Harney County,41025,57.2,2019
OR,Hood River County,41027,70.7,2019
OR,Jackson County,41029,90,2019
OR,Jefferson County,41031,24.6,2019
OR,Josephine County,41033,50.2,2019
OR,Klamath County,41035,40.7,2019
OR,Lake County,41037,46.7,2019
OR,Lane County,41039,66.2,2019
OR,Lincoln County,41041,42.1,2019
OR,Linn County,41043,29.1,2019
OR,Malheur County,41045,92.7,2019
OR,Marion County,41047,40.7,2019
OR,Morrow County,41049,23.5,2019
OR,Multnomah County,41051,51.5,2019
OR,Polk County,41053,22.5,2019
OR,Sherman County,41055,22.3,2019
OR,Tillamook County,41057,56.6,2019
OR,Umatilla County,41059,34.2,2019
OR,Union County,41061,61.6,2019
OR,Wallowa County,41063,52.3,2019
OR,Wasco County,41065,54.9,2019
OR,Washington County,41067,37.4,2019
OR,Wheeler County,41069,57.5,2019
OR,Yamhill County,41071,33.8,2019
PA,Adams County,42001,26.4,2019
PA,Allegheny County,42003,68.7,2019
PA,Armstrong County,42005,28.9,2019
PA,Beaver County,42007,32.2,2019
PA,Bedford County,42009,19.8,2019
PA,Berks County,42011,32.6,2019
PA,Blair County,42013,76,2019
PA,Bradford County,42015,57.5,2019
PA,Bucks County,42017,41.1,2019
PA,Butler County,42019,33.5,2019
PA,Cambria County,42021,61.1,2019
PA,Cameron County,42023,20.2,2019
PA,Carbon County,42025,29,2019
PA,Centre County,42027,32.1,2019
PA,Chester County,42029,30.5,2019
PA,Clarion County,42031,32.9,2019
PA,Clearfield County,42033,49.8,2019
PA,Clinton County,42035,45.1,2019
PA,Columbia County,42037,52.7,2019
PA,Crawford County,42039,54.1,2019
PA,Cumberland County,42041,41.7,2019
PA,Dauphin County,42043,56.9,2019
PA,Delaware County,42045,45.3,2019
PA,Elk County,42047,36.6,2019
PA,Erie County,42049,60.1,2019
PA,Fayette County,42051,82.8,2019
PA,Forest County,42053,3.2,2019
PA,Franklin County,42055,36.5,2019
PA,Fulton County,42057,20.6,2019
PA,Greene County,42059,26.6,2019
PA,Huntingdon County,42061,20.6,2019
PA,Indiana County,42063,33.8,2019
PA,Jefferson County,42065,28.8,2019
PA,Juniata County,42067,30.1,2019
PA,Lackawanna County,42069,72.9,2019
PA,Lancaster County,42071,34.6,2019
PA,Lawrence County,42073,52.8,2019
PA,Lebanon County,42075,30.6,2019
PA,Lehigh County,42077,46.4,2019
PA,Luzerne County,42079,51,2019
PA,Lycoming County,42081,54.9,2019
PA,McKean County,42083,47.4,2019
PA,Mercer County,42085,72.6,2019
PA,Mifflin County,42087,40.2,2019
PA,Monroe County,42089,32.2,2019
PA,Montgomery County,42091,51.5,2019
PA,Montour County,42093,298.4,2019
PA,Northampton County,42095,53.5,2019
PA,Northumberland County,42097,37.7,2019
PA,Perry County,42099,16.5,2019
PA,Philadelphia County,42101,49.9,2019
PA,Pike County,42103,24.7,2019
PA,Potter County,42105,35.7,2019
PA,Schuylkill County,42107,32.1,2019
PA,Snyder County,42109,37.8,2019
PA,Somerset County,42111,27.8,2019
PA,Sullivan County,42113,12.7,2019
PA,Susquehanna County,42115,22.2,2019
PA,Tioga County,42117,33.5,2019
PA,Union County,42119,57.6,2019
PA,Venango County,42121,50.5,2019
PA,Warren County,42123,43.2,2019
PA,Washington County,42125,36.6,2019
PA,Wayne County,42127,21.2,2019
PA,Westmoreland County,42129,44,2019
PA,Wyoming County,42131,38,2019
PA,York County,42133,39,2019
RI,Bristol County,44001,19.4,2019
RI,Kent County,44003,52,2019
RI,Newport County,44005,28.3,2019
RI,Providence County,44007,41.6,2019
RI,Washington County,44009,34.1,2019
SC,Abbeville County,45001,32.4,2019
SC,Aiken County,45003,42.3,2019
SC,Allendale County,45005,43.5,2019
SC,Anderson County,45007,75.9,2019
SC,Bamberg County,45009,43.2,2019
SC,Barnwell County,45011,47.7,2019
SC,Beaufort County,45013,47.1,2019
SC,Berkeley County,45015,18,2019
SC,Calhoun County,45017,5.9,2019
SC,Charleston County,45019,112.1,2019
SC,Cherokee County,45021,58.9,2019
SC,Chester County,45023,40.6,2019
SC,Chesterfield County,45025,25.5,2019
SC,Clarendon County,45027,42.9,2019
SC,Colleton County,45029,51.4,2019
SC,Darlington County,45031,100,2019
SC,Dillon County,45033,60.4,2019
SC,Dorchester County,45035,22.3,2019
SC,Edgefield County,45037,16.7,2019
SC,Fairfield County,45039,25.3,2019
SC,Florence County,45041,135.1,2019
SC,Georgetown County,45043,53.1,2019
SC,Greenville County,45045,72.6,2019
SC,Greenwood County,45047,87.9,2019
SC,Hampton County,45049,27,2019
SC,Horry County,45051,63,2019
SC,Jasper County,45053,19.7,2019
SC,Kershaw County,45055,30.8,2019
SC,Lancaster County,45057,32.7,2019
SC,Laurens County,45059,37.9,2019
SC,Lee County,45061,12.7,2019
SC,Lexington County,45063,58,2019
SC,McCormick County,45065,10.8,2019
SC,Marion County,45067,44.2,2019
SC,Marlboro County,45069,26.6,2019
SC,Newberry County,45071,39.1,2019
SC,Oconee County,45073,61.3,2019
SC,Orangeburg County,45075,48.2,2019
SC,Pickens County,45077,71.1,2019
SC,Richland County,45079,62.7,2019
SC,Saluda County,45081,12.3,2019
SC,Spartanburg County,45083,85.8,2019
SC,Sumter County,45085,41.6,2019
SC,Union County,45087,17.1,2019
SC,Williamsburg County,45089,18.4,2019
SC,York County,45091,29,2019
SD,Aurora County,46003,19.5,2019
SD,Beadle County,46005,43.3,2019
SD,Bennett County,46007,3.5,2019
SD,Bon Homme County,46009,10.1,2019
